text,label,score,start,end,source
"She is a former fitness instructor who has sung and played guitar in a band called “Blind Monday” in Medicine Hat, Alberta. She was a senior member of a splinter party that advocated for Canada’s Western provinces to secede from the country.",Evidence,0.8784675002098083,16057,16298,canada-protest-arrests
"And now Tamara Lich, 47, has emerged as the public face and the most visible leader of the trucker convoy against pandemic restrictions that has roiled the nation’s capital, shaken the country and prompted Prime Minister Justin Trudeau to take the drastic step of declaring a national public order emergency.",Evidence,0.9047033786773682,16298,16606,canada-protest-arrests
"That visibility rose on Thursday night when Ms. Lich was arrested in Ottawa. She faced one charge for “counselling to commit the offence of mischief,” the Ottawa police said in a statement on Friday, and was due in court on Friday.",Evidence,0.969174325466156,16606,16837,canada-protest-arrests
"Ms. Lich speaks publicly in measured tones, and has become adept at deploying social media — and her Twitter feed — to amplify the protesters’ grievances.",Evidence,0.4768873155117035,16837,16991,canada-protest-arrests
"At a news conference in the Sheraton Ottawa Hotel on Monday, opened to media other than solely conservative-leaning news outlets for one of the first times, there was an air of gravitas in a room that echoed with the constant coughing of dozens of maskless supporters.",Evidence,0.7269258499145508,16991,17259,canada-protest-arrests
Wearing or not wearing a mask has become a potent political statement during the protests and some Ottawa residents have complained of being taunted by protesters.,Evidence,0.3839433193206787,17259,17422,canada-protest-arrests
"“Some of you might oppose our grievances,” Ms. Lich said to the television cameras. Like other members of the movement, she does not wear a mask. “However, democratic society will always have non-trivial disagreements, and righteous dissidents,” she added.",Evidence,0.7235902547836304,17422,17678,canada-protest-arrests
"What message discipline exists in the protest movement has come from Ms. Lich, said Jay Hill, the interim leader of the Maverick Party, a small right-of-center group based out of Calgary, Alberta, created to promote the separation of Canada’s three western Prairie Provinces from the rest of the country. Ms. Lich, who worked previously in the energy sector, has deep ties to the group.",Evidence,0.916060745716095,17678,18064,canada-protest-arrests
"Even before the convoy assembled, its messaging was Ms. Lich’s preoccupation, according to Mr. Hill, who said she called him several times even before arriving in Ottawa to strategize.",Evidence,0.682661235332489,18064,18248,canada-protest-arrests
"“We had a number of discussions about staying on message, about the need in this modern-day world of politics to have a very clearly defined message that is understandable and simple, a message that people can grasp hold of and run with,” he said. “Tamara clearly understands that.”",Evidence,0.5618239641189575,18248,18530,canada-protest-arrests
"Ms. Lich played a leading role in organizing a GoFundMe campaign for the protests that raised $7.8 million before the crowdfunding site shut it down after receiving “police reports of violence and other unlawful activity,” GoFundMe said.",Evidence,0.9210736155509949,18530,18767,canada-protest-arrests
"B.J. Dichter, an official spokesman for the convoy, said he joined the effort after Ms. Lich sought help managing the swell of donations flowing into a GoFundMe page. Mr. Dichter has a history of spouting anti-Islamist views and once said that “political Islam” is “rotting away at our society like syphilis.” He has rejected claims of racism.",Evidence,0.9867839813232422,18767,19110,canada-protest-arrests
"Within the occupiers’ tightly managed ground operations, there are military hallmarks, outlined and executed by the several higher-ups who have backgrounds in the armed forces and law enforcement, according to leading members of the group.",Claim,0.5533501505851746,19110,19349,canada-protest-arrests
"Their organization includes oversight of each occupied street by a so-called road captain, with sections divided and overseen by block captains who operate below them.",Evidence,0.6434155702590942,19349,19516,canada-protest-arrests
"Before becoming a prominent face of the protests, Ms. Lich was a personal trainer in Medicine Hat, a town once dubbed “Hell’s Basement” by Rudyard Kipling for its location on top of a huge natural gas field.",Evidence,0.5827953815460205,19516,19723,canada-protest-arrests
"Zach Smithson, an employee at Body Building Depot Fitness Emporium, where Ms. Lich used to work, said she has become the talk of the town.",Evidence,0.6846789121627808,19723,19861,canada-protest-arrests
"“I think we are all very proud of her,” he said.",Claim,0.4039466381072998,19861,19909,canada-protest-arrests
Ms. Lich did not respond to a call and text message requesting an interview.,Claim,0.660437822341919,19909,19985,canada-protest-arrests
"With police forces swelling in the area Friday morning, and tow trucks and other heavy equipment poised to move against them, the protesting truck drivers who have occupied downtown Ottawa for weeks were on alert on Friday for imminent police action.",Evidence,0.9232434034347534,19985,20235,canada-protest-arrests
